Review,Variable,Description_prompt,Answer_select,NR,SET,Title,Authors,Venue,Year,Filename,Goldstandard1_value,Goldstandard2_value,Match,Consensus_value
Mizuno_2024,Data shared,"Whether the raw data used for analyses presented in the article has been shared either in supplementary materials, or as a link to an external file repository. If data is available on
 request, it will be coded as “No”","Predefined list (select one answer): Yes, No",14,TEST,The Feeding Behaviour of Starlings (Sturnus vulgaris) in the Presence of 'Eyes',"I R Inglis, L W Huson, M B Marshall, P A Arid, Neville",-,-,Inglis_1983.pdf,No,No,TRUE,No
Mizuno_2024,Data shared,"Whether the raw data used for analyses presented in the article has been shared either in supplementary materials, or as a link to an external file repository. If data is available on
 request, it will be coded as “No”","Predefined list (select one answer): Yes, No",15,TEST,The position of eyespots and thickened segments influence their protective value to caterpillars,"John Skelhorn, Giles Dorrington, Thomas J Hossie, Thomas N Sherratt",,2014,Skelhorn_2014.pdf,No,No,TRUE,No
Mizuno_2024,Data shared,"Whether the raw data used for analyses presented in the article has been shared either in supplementary materials, or as a link to an external file repository. If data is available on
 request, it will be coded as “No”","Predefined list (select one answer): Yes, No",16,TEST,"The protective value of conspicuous signals is not impaired by shape, size, or position asymmetry","Martin Stevens, Sarah A Castor-Perry, Jessica R F Price",,2009,Stevens&CastorPerry_2009.pdf,No,No,TRUE,No
Mizuno_2024,Registered protocol,"Whether the study has been registered, pre-registered or is based on a pre-defined protocol or study plan.","Predefined list (select one answer): Yes, No",1,DEV,Anti-predator adaptations and strategies in the Lepidoptera,Leoni De,,2012,deWert_2012.pdf,No,No,TRUE,No
Mizuno_2024,Registered protocol,"Whether the study has been registered, pre-registered or is based on a pre-defined protocol or study plan.","Predefined list (select one answer): Yes, No",2,DEV,Can we use starlings' aversion to eyespots as the basis for a novel 'cognitive bias' task? §,"Ben O Brilot, Clare L Normandale, Antonia Parkin, Melissa Bateson",-,-,Brilot_2009.pdf,No,No,TRUE,No
Mizuno_2024,Registered protocol,"Whether the study has been registered, pre-registered or is based on a pre-defined protocol or study plan.","Predefined list (select one answer): Yes, No",3,DEV,Defensive posture and eyespots deter avian predators from attacking caterpillar models,"Thomas John Hossie, Thomas N Sherratt",Animal Behaviour,2013,Hossie_2013.pdf,No,No,TRUE,No
Mizuno_2024,Registered protocol,"Whether the study has been registered, pre-registered or is based on a pre-defined protocol or study plan.","Predefined list (select one answer): Yes, No",4,DEV,Does predation maintain eyespot plasticity in Bicyclus anynana?,"Anne Lyytinen, Paul M Brakef Ield, Leena Lindstro, Johanna Mappes",Proceedings of the Royal Society of London. Series B: Biological Sciences,2004,Lyytinen_2004.pdf,No,No,TRUE,No
Mizuno_2024,Registered protocol,"Whether the study has been registered, pre-registered or is based on a pre-defined protocol or study plan.","Predefined list (select one answer): Yes, No",5,DEV,Eyespot display in the peacock butterfly triggers antipredator behaviors in naïve adult fowl,"Martin Olofsson, Hanne Løvlie, Jessika Tibblin, Sven Jakobsson, Christer Wiklund",Behavioral Ecology,2012,Olofsson&Lovlie_2013.pdf,No,No,TRUE,No
Mizuno_2024,Registered protocol,"Whether the study has been registered, pre-registered or is based on a pre-defined protocol or study plan.","Predefined list (select one answer): Yes, No",6,DEV,Multicomponent deceptive signals reduce the speed at which predators learn that prey are profitable,"John Skelhorn, Grace G Holmes, Thomas J Hossie, Thomas N Sherratt",,2016,Skelhorn_2016.pdf,No,No,TRUE,No
Mizuno_2024,Registered protocol,"Whether the study has been registered, pre-registered or is based on a pre-defined protocol or study plan.","Predefined list (select one answer): Yes, No",7,DEV,"Predator mimicry, not conspicuousness, explains the efficacy of butterfly eyespots","Sebastiano De, Sebastiano De Bona, Janne K Valkonen, Andre ´s, Lo ´pez-Sepulcre, Johanna Mappes",Proceedings of the Royal Society B: Biological Sciences,2015,DeBona_2015.pdf,No,No,TRUE,No
Mizuno_2024,Registered protocol,"Whether the study has been registered, pre-registered or is based on a pre-defined protocol or study plan.","Predefined list (select one answer): Yes, No",8,DEV,Prey survival by predator intimidation: an experimental study of peacock butterfly defence against blue tits,"Adrian Vallin, Sven Jakobsson, Johan Lind, Christer Wiklund",Proceedings of the Royal Society B: Biological Sciences,2005,Vallin_2005.pdf,No,No,TRUE,No
Mizuno_2024,Registered protocol,"Whether the study has been registered, pre-registered or is based on a pre-defined protocol or study plan.","Predefined list (select one answer): Yes, No",9,TEST,Body size affects the evolution of eyespots in caterpillars,"Thomas John Hossie, John Skelhorn, Jesse W Breinholt, Akito Y Kawahara, Thomas N Sherratt",Proceedings of the National Academy of Sciences of the United States of America,2015,Hossie_2015.pdf,No,No,TRUE,No
Mizuno_2024,Registered protocol,"Whether the study has been registered, pre-registered or is based on a pre-defined protocol or study plan.","Predefined list (select one answer): Yes, No",10,TEST,Deflective effect and the effect of prey detectability on anti-predator function of eyespots,"Adrian Vallin, Marina Dimitrova, Ullasa Kodandaramaiah, Sami Merilaita, D Kemp",Behavioral Ecology and Sociobiology,2011,Vallin_2011.pdf,No,No,TRUE,No
Mizuno_2024,Registered protocol,"Whether the study has been registered, pre-registered or is based on a pre-defined protocol or study plan.","Predefined list (select one answer): Yes, No",11,TEST,Eyespots interact with body colour to protect caterpillar-like prey from avian predators,"Thomas John Hossie, Thomas N Sherratt",Animal Behaviour,2012,Hossie_2012.pdf,No,No,TRUE,No
Mizuno_2024,Registered protocol,"Whether the study has been registered, pre-registered or is based on a pre-defined protocol or study plan.","Predefined list (select one answer): Yes, No",12,TEST,Field experiments on the effectiveness of 'eyespots' as predator deterrents,"Martin Stevens, Elinor Hopkins, William Hinde, Amabel Adcock, Yvonne Connolly, Tom Troscianko, Innes C Cuthill, K T Troscianko",-,-,Stevens_2007.pdf,No,No,TRUE,No
Mizuno_2024,Registered protocol,"Whether the study has been registered, pre-registered or is based on a pre-defined protocol or study plan.","Predefined list (select one answer): Yes, No",13,TEST,Significance of butterfly eyespots as an anti-predator device in ground-based and aerial attacks,"Anne Lyytinen, Paul M Brakefield, Johanna Mappes",,2003,Lyytinen_2003.pdf,No,No,TRUE,No
Mizuno_2024,Registered protocol,"Whether the study has been registered, pre-registered or is based on a pre-defined protocol or study plan.","Predefined list (select one answer): Yes, No",14,TEST,The Feeding Behaviour of Starlings (Sturnus vulgaris) in the Presence of 'Eyes',"I R Inglis, L W Huson, M B Marshall, P A Arid, Neville",-,-,Inglis_1983.pdf,No,No,TRUE,No
Mizuno_2024,Registered protocol,"Whether the study has been registered, pre-registered or is based on a pre-defined protocol or study plan.","Predefined list (select one answer): Yes, No",15,TEST,The position of eyespots and thickened segments influence their protective value to caterpillars,"John Skelhorn, Giles Dorrington, Thomas J Hossie, Thomas N Sherratt",,2014,Skelhorn_2014.pdf,No,No,TRUE,No
Mizuno_2024,Registered protocol,"Whether the study has been registered, pre-registered or is based on a pre-defined protocol or study plan.","Predefined list (select one answer): Yes, No",16,TEST,"The protective value of conspicuous signals is not impaired by shape, size, or position asymmetry","Martin Stevens, Sarah A Castor-Perry, Jessica R F Price",,2009,Stevens&CastorPerry_2009.pdf,No,No,TRUE,No
Mizuno_2024,Supplementary materials,"Whether the article contains mentions of online supplementary materials (additional details of methods, data, code, etc.). Supplementary materials can be either appended at the end or stored in separate files or accessible online links.","Predefined list (select one
 answer): Yes, No",1,DEV,Anti-predator adaptations and strategies in the Lepidoptera,Leoni De,,2012,deWert_2012.pdf,Yes,No,FALSE,Yes
Mizuno_2024,Supplementary materials,"Whether the article contains mentions of online supplementary materials (additional details of methods, data, code, etc.). Supplementary materials can be either appended at the end or stored in separate files or accessible online links.","Predefined list (select one
 answer): Yes, No",2,DEV,Can we use starlings' aversion to eyespots as the basis for a novel 'cognitive bias' task? §,"Ben O Brilot, Clare L Normandale, Antonia Parkin, Melissa Bateson",-,-,Brilot_2009.pdf,No,No,TRUE,No
Mizuno_2024,Supplementary materials,"Whether the article contains mentions of online supplementary materials (additional details of methods, data, code, etc.). Supplementary materials can be either appended at the end or stored in separate files or accessible online links.","Predefined list (select one
 answer): Yes, No",3,DEV,Defensive posture and eyespots deter avian predators from attacking caterpillar models,"Thomas John Hossie, Thomas N Sherratt",Animal Behaviour,2013,Hossie_2013.pdf,Yes,Yes,TRUE,Yes
Mizuno_2024,Supplementary materials,"Whether the article contains mentions of online supplementary materials (additional details of methods, data, code, etc.). Supplementary materials can be either appended at the end or stored in separate files or accessible online links.","Predefined list (select one
 answer): Yes, No",4,DEV,Does predation maintain eyespot plasticity in Bicyclus anynana?,"Anne Lyytinen, Paul M Brakef Ield, Leena Lindstro, Johanna Mappes",Proceedings of the Royal Society of London. Series B: Biological Sciences,2004,Lyytinen_2004.pdf,No,No,TRUE,No
Mizuno_2024,Supplementary materials,"Whether the article contains mentions of online supplementary materials (additional details of methods, data, code, etc.). Supplementary materials can be either appended at the end or stored in separate files or accessible online links.","Predefined list (select one
 answer): Yes, No",5,DEV,Eyespot display in the peacock butterfly triggers antipredator behaviors in naïve adult fowl,"Martin Olofsson, Hanne Løvlie, Jessika Tibblin, Sven Jakobsson, Christer Wiklund",Behavioral Ecology,2012,Olofsson&Lovlie_2013.pdf,Yes,Yes,TRUE,Yes
Mizuno_2024,Supplementary materials,"Whether the article contains mentions of online supplementary materials (additional details of methods, data, code, etc.). Supplementary materials can be either appended at the end or stored in separate files or accessible online links.","Predefined list (select one
 answer): Yes, No",6,DEV,Multicomponent deceptive signals reduce the speed at which predators learn that prey are profitable,"John Skelhorn, Grace G Holmes, Thomas J Hossie, Thomas N Sherratt",,2016,Skelhorn_2016.pdf,No,No,TRUE,No
Mizuno_2024,Supplementary materials,"Whether the article contains mentions of online supplementary materials (additional details of methods, data, code, etc.). Supplementary materials can be either appended at the end or stored in separate files or accessible online links.","Predefined list (select one
 answer): Yes, No",7,DEV,"Predator mimicry, not conspicuousness, explains the efficacy of butterfly eyespots","Sebastiano De, Sebastiano De Bona, Janne K Valkonen, Andre ´s, Lo ´pez-Sepulcre, Johanna Mappes",Proceedings of the Royal Society B: Biological Sciences,2015,DeBona_2015.pdf,Yes,Yes,TRUE,Yes
Mizuno_2024,Supplementary materials,"Whether the article contains mentions of online supplementary materials (additional details of methods, data, code, etc.). Supplementary materials can be either appended at the end or stored in separate files or accessible online links.","Predefined list (select one
 answer): Yes, No",8,DEV,Prey survival by predator intimidation: an experimental study of peacock butterfly defence against blue tits,"Adrian Vallin, Sven Jakobsson, Johan Lind, Christer Wiklund",Proceedings of the Royal Society B: Biological Sciences,2005,Vallin_2005.pdf,No,No,TRUE,No
Mizuno_2024,Supplementary materials,"Whether the article contains mentions of online supplementary materials (additional details of methods, data, code, etc.). Supplementary materials can be either appended at the end or stored in separate files or accessible online links.","Predefined list (select one
 answer): Yes, No",9,TEST,Body size affects the evolution of eyespots in caterpillars,"Thomas John Hossie, John Skelhorn, Jesse W Breinholt, Akito Y Kawahara, Thomas N Sherratt",Proceedings of the National Academy of Sciences of the United States of America,2015,Hossie_2015.pdf,Yes,Yes,TRUE,Yes
Mizuno_2024,Supplementary materials,"Whether the article contains mentions of online supplementary materials (additional details of methods, data, code, etc.). Supplementary materials can be either appended at the end or stored in separate files or accessible online links.","Predefined list (select one
 answer): Yes, No",10,TEST,Deflective effect and the effect of prey detectability on anti-predator function of eyespots,"Adrian Vallin, Marina Dimitrova, Ullasa Kodandaramaiah, Sami Merilaita, D Kemp",Behavioral Ecology and Sociobiology,2011,Vallin_2011.pdf,No,No,TRUE,No
Mizuno_2024,Supplementary materials,"Whether the article contains mentions of online supplementary materials (additional details of methods, data, code, etc.). Supplementary materials can be either appended at the end or stored in separate files or accessible online links.","Predefined list (select one
 answer): Yes, No",11,TEST,Eyespots interact with body colour to protect caterpillar-like prey from avian predators,"Thomas John Hossie, Thomas N Sherratt",Animal Behaviour,2012,Hossie_2012.pdf,Yes,Yes,TRUE,Yes
Mizuno_2024,Supplementary materials,"Whether the article contains mentions of online supplementary materials (additional details of methods, data, code, etc.). Supplementary materials can be either appended at the end or stored in separate files or accessible online links.","Predefined list (select one
 answer): Yes, No",12,TEST,Field experiments on the effectiveness of 'eyespots' as predator deterrents,"Martin Stevens, Elinor Hopkins, William Hinde, Amabel Adcock, Yvonne Connolly, Tom Troscianko, Innes C Cuthill, K T Troscianko",-,-,Stevens_2007.pdf,No,No,TRUE,No
Mizuno_2024,Supplementary materials,"Whether the article contains mentions of online supplementary materials (additional details of methods, data, code, etc.). Supplementary materials can be either appended at the end or stored in separate files or accessible online links.","Predefined list (select one
 answer): Yes, No",13,TEST,Significance of butterfly eyespots as an anti-predator device in ground-based and aerial attacks,"Anne Lyytinen, Paul M Brakefield, Johanna Mappes",,2003,Lyytinen_2003.pdf,No,No,TRUE,No
Mizuno_2024,Supplementary materials,"Whether the article contains mentions of online supplementary materials (additional details of methods, data, code, etc.). Supplementary materials can be either appended at the end or stored in separate files or accessible online links.","Predefined list (select one
 answer): Yes, No",14,TEST,The Feeding Behaviour of Starlings (Sturnus vulgaris) in the Presence of 'Eyes',"I R Inglis, L W Huson, M B Marshall, P A Arid, Neville",-,-,Inglis_1983.pdf,No,No,TRUE,No
Mizuno_2024,Supplementary materials,"Whether the article contains mentions of online supplementary materials (additional details of methods, data, code, etc.). Supplementary materials can be either appended at the end or stored in separate files or accessible online links.","Predefined list (select one
 answer): Yes, No",15,TEST,The position of eyespots and thickened segments influence their protective value to caterpillars,"John Skelhorn, Giles Dorrington, Thomas J Hossie, Thomas N Sherratt",,2014,Skelhorn_2014.pdf,Yes,Yes,TRUE,Yes
Mizuno_2024,Supplementary materials,"Whether the article contains mentions of online supplementary materials (additional details of methods, data, code, etc.). Supplementary materials can be either appended at the end or stored in separate files or accessible online links.","Predefined list (select one
 answer): Yes, No",16,TEST,"The protective value of conspicuous signals is not impaired by shape, size, or position asymmetry","Martin Stevens, Sarah A Castor-Perry, Jessica R F Price",,2009,Stevens&CastorPerry_2009.pdf,Yes,Yes,TRUE,No
Morrison_2024,Authors contributions,Whether the study contains a description of the roles and/or contributions of the study authors.,"Predefined list (select one answer): Yes, No",1,DEV,Anxiety-related behavior and associated brain transcriptome and epigenome alterations in adult female zebrafish exposed to atrazine during embryogenesis,"Katharine A Horzmann, Li F Lin, Boghos Taslakjian, Chongli Yuan, Jennifer L Freeman, James Lazorchak",Chemosphere,2022,horzmann_2022.pdf,yes,yes,TRUE,yes
Morrison_2024,Authors contributions,Whether the study contains a description of the roles and/or contributions of the study authors.,"Predefined list (select one answer): Yes, No",2,DEV,"Atrazine and Diuron Effects on Survival, Embryo Development, and Behavior in Larvae and Adult Zebrafish","Amanda B Zaluski, Melissa T Wiprich, Luiza F De Almeida, Andressa P De Azevedo, Carla D Bonan, Monica R M Vianna, Orcid Org",Frontiers in Pharmacology,2022,zaluski_2022.pdf,yes,yes,TRUE,yes
Morrison_2024,Authors contributions,Whether the study contains a description of the roles and/or contributions of the study authors.,"Predefined list (select one answer): Yes, No",3,DEV,HUMIC MATERIAL CHANGES EFFECTS OF TERBUTYLAZINE ON BEHAVIOR OF ZEBRAFISH (BRACHYDANIO RERIO),"R Lorenz I, R Brtiggemann, C E W Steinberg, O H Spieser",,1996,lorenz_1996.pdf,no,no,TRUE,no
Morrison_2024,Authors contributions,Whether the study contains a description of the roles and/or contributions of the study authors.,"Predefined list (select one answer): Yes, No",4,DEV,Rotenone impairs oxidant/antioxidant balance both in brain and intestines in zebrafish,"Ismail € Unal, Unsal V € Ust€ Unda, Perihan S Ates ¸a, Gizem E Gilmezer, Ahmet A Alturfan, T€ Urkan, Yi Gitbas, Ebru Emekli-Alturfan",International Journal of Neuroscience,2018,unal_2019.pdf,no,no,TRUE,no
Morrison_2024,Authors contributions,Whether the study contains a description of the roles and/or contributions of the study authors.,"Predefined list (select one answer): Yes, No",5,DEV,Synthetic organic chemicals (flame retardants and pesticides) with neurotoxic potential induced behavioral impairment on zebrafish (Danio rerio): a non-invasive approach for neurotoxicology,"Zongming Ren, Rama-Krishnan Poopal, Mathan Ramesh, Bruno Nunes",Environmental science and pollution research international,2021,ren_2021.pdf,yes,yes,TRUE,yes
Morrison_2024,Authors contributions,Whether the study contains a description of the roles and/or contributions of the study authors.,"Predefined list (select one answer): Yes, No",6,DEV,Vitamin C Mitigates Oxidative Stress and Behavioral Impairments Induced by Deltamethrin and Lead Toxicity in Zebrafish,"Emanuela Paduraru, Elena-Iulia Flocea, Carlo C Lazad, Ira-Adeline Simionov, Mircea Nicoara, Alin Ciobica, Caterina Faggio, Roxana Jijie",International Journal of Molecular Sciences,2021,paduraru_2021.pdf,yes,yes,TRUE,yes
Morrison_2024,Authors contributions,Whether the study contains a description of the roles and/or contributions of the study authors.,"Predefined list (select one answer): Yes, No",7,DEV,Waterborne Exposure of Paclobutrazol at Environmental Relevant Concentration Induce Locomotion Hyperactivity in Larvae and Anxiolytic Exploratory Behavior in Adult Zebrafish,"Akhlaq Hussain, Gilbert Audira, Petrus Siregar, Yi-Chen Lin, Omar Villalobos, Oliver Villaflores, Wen-Der Wang, Chung-Der Hsiao",International Journal of Environmental Research and Public Health,2020,hussain_2020.pdf,yes,yes,TRUE,yes
Morrison_2024,Authors contributions,Whether the study contains a description of the roles and/or contributions of the study authors.,"Predefined list (select one answer): Yes, No",8,DEV,"Zebrafish Parkinson's Model: Rotenone decrease motility, Dopamine, and increase α-synuclein Aggregation and Apoptosis of Zebrafish Brain","Husnul Khotimah, Sutiman B Sumitro, M Aris Widodo",-,-,khotimah_2015.pdf,no,no,TRUE,no
Morrison_2024,Authors contributions,Whether the study contains a description of the roles and/or contributions of the study authors.,"Predefined list (select one answer): Yes, No",9,TEST,Behavioral effects of triadimefon in zebrafish are associated with alterations of the dopaminergic and serotonergic pathways,"Susana Paredes-Zúñiga, Nils Trost, Javiera F De La Paz, Julio Alcayaga, Miguel L Allende",Progress in Neuro-psychopharmacology and Biological Psychiatry,2019,zuniga_2019.pdf,yes,yes,TRUE,yes
Morrison_2024,Authors contributions,Whether the study contains a description of the roles and/or contributions of the study authors.,"Predefined list (select one answer): Yes, No",10,TEST,Carbofuran induces increased anxiety-like behaviors in female zebrafish (Danio rerio) through disturbing dopaminergic/ norepinephrinergic system,"Shuang Liu, Miao Yu, Xincen Xie, Yiran Ru, Shaoguo Ru, David Volz",-,-,liu_2020.pdf,yes,yes,TRUE,yes
Morrison_2024,Authors contributions,Whether the study contains a description of the roles and/or contributions of the study authors.,"Predefined list (select one answer): Yes, No",11,TEST,"Embryonic atrazine exposure and later in life behavioral and brain transcriptomic, epigenetic, and pathological alterations in adult male zebrafish","Katharine A Horzmann, Li F Lin, Boghos Taslakjian, Chongli Yuan, Jennifer L Freeman",Cell Biology and Toxicology,2020,horzmann_2022.pdf,yes,yes,TRUE,yes
Morrison_2024,Authors contributions,Whether the study contains a description of the roles and/or contributions of the study authors.,"Predefined list (select one answer): Yes, No",12,TEST,Neurobehavioral Impairments Caused by Developmental Imidacloprid Exposure in Zebrafish,"Emily B Crosby, Jordan M Bailey, Anthony N Oliveri, Edward D Levin",Neurotoxicology and Teratology,2015,crosby_2015.pdf,no,no,TRUE,no
Morrison_2024,Authors contributions,Whether the study contains a description of the roles and/or contributions of the study authors.,"Predefined list (select one answer): Yes, No",13,TEST,Quantitative assessment of cypermethrin induced behavioural and biochemical anomalies in adult zebrafish,"Shubham Nema, Yogesh Bhargava",Neurotoxicology and Teratology,2018,nema_2018.pdf,yes,yes,TRUE,yes
Morrison_2024,Authors contributions,Whether the study contains a description of the roles and/or contributions of the study authors.,"Predefined list (select one answer): Yes, No",14,TEST,The organophosphate insecticide diazinon and aging: Neurobehavioral and mitochondrial effects in zebrafish exposed as embryos or during aging,"Jonna Boyda, Andrew B Hawkey, Zade R Holloway, Rafael Trevisan, Richard T Di Giulio, Edward D Levin, G A Richardson",Neurotoxicology and Teratology,2021,boyda_2021.pdf,no,no,TRUE,no
Morrison_2024,Authors contributions,Whether the study contains a description of the roles and/or contributions of the study authors.,"Predefined list (select one answer): Yes, No",15,TEST,"Tributyltin enhanced anxiety of adult male zebrafish through elevating cortisol level and disruption in serotonin, dopamine and gamma-aminobutyric acid neurotransmitter pathways","Xin Tu, Ying-Wen Li, Qi-Liang Chen, Yan-Jun Shen, Zhi-Hao Liu",Ecotoxicology and Environmental Safety,2020,tu_2020.pdf,yes,yes,TRUE,yes
Morrison_2024,Authors contributions,Whether the study contains a description of the roles and/or contributions of the study authors.,"Predefined list (select one answer): Yes, No",16,TEST,Zebrafish provide a sensitive model of persisting neurobehavioral effects of developmental chlorpyrifos exposure: Comparison with nicotine and pilocarpine effects and relationship to dopamine deficits,"Donnie Eddins, Daniel Cerutti, Paul Williams, Elwood Linney, Edward D Levin",Neurotoxicology and Teratology,2010,eddins_2010.pdf,no,no,TRUE,no
Morrison_2024,Conflict of interests,Was the conflict of interests disclosed by the authors,"Predefined list (select one answer): yes, no",1,DEV,Anxiety-related behavior and associated brain transcriptome and epigenome alterations in adult female zebrafish exposed to atrazine during embryogenesis,"Katharine A Horzmann, Li F Lin, Boghos Taslakjian, Chongli Yuan, Jennifer L Freeman, James Lazorchak",Chemosphere,2022,horzmann_2022.pdf,yes,yes,TRUE,yes
Morrison_2024,Conflict of interests,Was the conflict of interests disclosed by the authors,"Predefined list (select one answer): yes, no",2,DEV,"Atrazine and Diuron Effects on Survival, Embryo Development, and Behavior in Larvae and Adult Zebrafish","Amanda B Zaluski, Melissa T Wiprich, Luiza F De Almeida, Andressa P De Azevedo, Carla D Bonan, Monica R M Vianna, Orcid Org",Frontiers in Pharmacology,2022,zaluski_2022.pdf,yes,yes,TRUE,yes
Morrison_2024,Conflict of interests,Was the conflict of interests disclosed by the authors,"Predefined list (select one answer): yes, no",3,DEV,HUMIC MATERIAL CHANGES EFFECTS OF TERBUTYLAZINE ON BEHAVIOR OF ZEBRAFISH (BRACHYDANIO RERIO),"R Lorenz I, R Brtiggemann, C E W Steinberg, O H Spieser",,1996,lorenz_1996.pdf,not declared specifically,not declared specifically,TRUE,not declared specifically
Morrison_2024,Conflict of interests,Was the conflict of interests disclosed by the authors,"Predefined list (select one answer): yes, no",4,DEV,Rotenone impairs oxidant/antioxidant balance both in brain and intestines in zebrafish,"Ismail € Unal, Unsal V € Ust€ Unda, Perihan S Ates ¸a, Gizem E Gilmezer, Ahmet A Alturfan, T€ Urkan, Yi Gitbas, Ebru Emekli-Alturfan",International Journal of Neuroscience,2018,unal_2019.pdf,yes,yes,TRUE,yes
Morrison_2024,Conflict of interests,Was the conflict of interests disclosed by the authors,"Predefined list (select one answer): yes, no",5,DEV,Synthetic organic chemicals (flame retardants and pesticides) with neurotoxic potential induced behavioral impairment on zebrafish (Danio rerio): a non-invasive approach for neurotoxicology,"Zongming Ren, Rama-Krishnan Poopal, Mathan Ramesh, Bruno Nunes",Environmental science and pollution research international,2021,ren_2021.pdf,yes,yes,TRUE,yes
Morrison_2024,Conflict of interests,Was the conflict of interests disclosed by the authors,"Predefined list (select one answer): yes, no",6,DEV,Vitamin C Mitigates Oxidative Stress and Behavioral Impairments Induced by Deltamethrin and Lead Toxicity in Zebrafish,"Emanuela Paduraru, Elena-Iulia Flocea, Carlo C Lazad, Ira-Adeline Simionov, Mircea Nicoara, Alin Ciobica, Caterina Faggio, Roxana Jijie",International Journal of Molecular Sciences,2021,paduraru_2021.pdf,yes,yes,TRUE,yes
Morrison_2024,Conflict of interests,Was the conflict of interests disclosed by the authors,"Predefined list (select one answer): yes, no",7,DEV,Waterborne Exposure of Paclobutrazol at Environmental Relevant Concentration Induce Locomotion Hyperactivity in Larvae and Anxiolytic Exploratory Behavior in Adult Zebrafish,"Akhlaq Hussain, Gilbert Audira, Petrus Siregar, Yi-Chen Lin, Omar Villalobos, Oliver Villaflores, Wen-Der Wang, Chung-Der Hsiao",International Journal of Environmental Research and Public Health,2020,hussain_2020.pdf,yes,yes,TRUE,yes
Morrison_2024,Conflict of interests,Was the conflict of interests disclosed by the authors,"Predefined list (select one answer): yes, no",8,DEV,"Zebrafish Parkinson's Model: Rotenone decrease motility, Dopamine, and increase α-synuclein Aggregation and Apoptosis of Zebrafish Brain","Husnul Khotimah, Sutiman B Sumitro, M Aris Widodo",-,-,khotimah_2015.pdf,not declared specifically,not declared specifically,TRUE,not declared specifically
Morrison_2024,Conflict of interests,Was the conflict of interests disclosed by the authors,"Predefined list (select one answer): yes, no",9,TEST,Behavioral effects of triadimefon in zebrafish are associated with alterations of the dopaminergic and serotonergic pathways,"Susana Paredes-Zúñiga, Nils Trost, Javiera F De La Paz, Julio Alcayaga, Miguel L Allende",Progress in Neuro-psychopharmacology and Biological Psychiatry,2019,zuniga_2019.pdf,yes,yes,TRUE,yes
Morrison_2024,Conflict of interests,Was the conflict of interests disclosed by the authors,"Predefined list (select one answer): yes, no",10,TEST,Carbofuran induces increased anxiety-like behaviors in female zebrafish (Danio rerio) through disturbing dopaminergic/ norepinephrinergic system,"Shuang Liu, Miao Yu, Xincen Xie, Yiran Ru, Shaoguo Ru, David Volz",-,-,liu_2020.pdf,yes,yes,TRUE,yes
Morrison_2024,Conflict of interests,Was the conflict of interests disclosed by the authors,"Predefined list (select one answer): yes, no",11,TEST,"Embryonic atrazine exposure and later in life behavioral and brain transcriptomic, epigenetic, and pathological alterations in adult male zebrafish","Katharine A Horzmann, Li F Lin, Boghos Taslakjian, Chongli Yuan, Jennifer L Freeman",Cell Biology and Toxicology,2020,horzmann_2022.pdf,yes,yes,TRUE,yes
Morrison_2024,Conflict of interests,Was the conflict of interests disclosed by the authors,"Predefined list (select one answer): yes, no",12,TEST,Neurobehavioral Impairments Caused by Developmental Imidacloprid Exposure in Zebrafish,"Emily B Crosby, Jordan M Bailey, Anthony N Oliveri, Edward D Levin",Neurotoxicology and Teratology,2015,crosby_2015.pdf,not declared specifically,not declared specifically,TRUE,not declared specifically
Morrison_2024,Conflict of interests,Was the conflict of interests disclosed by the authors,"Predefined list (select one answer): yes, no",13,TEST,Quantitative assessment of cypermethrin induced behavioural and biochemical anomalies in adult zebrafish,"Shubham Nema, Yogesh Bhargava",Neurotoxicology and Teratology,2018,nema_2018.pdf,yes,yes,TRUE,yes
Morrison_2024,Conflict of interests,Was the conflict of interests disclosed by the authors,"Predefined list (select one answer): yes, no",14,TEST,The organophosphate insecticide diazinon and aging: Neurobehavioral and mitochondrial effects in zebrafish exposed as embryos or during aging,"Jonna Boyda, Andrew B Hawkey, Zade R Holloway, Rafael Trevisan, Richard T Di Giulio, Edward D Levin, G A Richardson",Neurotoxicology and Teratology,2021,boyda_2021.pdf,yes,yes,TRUE,yes
Morrison_2024,Conflict of interests,Was the conflict of interests disclosed by the authors,"Predefined list (select one answer): yes, no",15,TEST,"Tributyltin enhanced anxiety of adult male zebrafish through elevating cortisol level and disruption in serotonin, dopamine and gamma-aminobutyric acid neurotransmitter pathways","Xin Tu, Ying-Wen Li, Qi-Liang Chen, Yan-Jun Shen, Zhi-Hao Liu",Ecotoxicology and Environmental Safety,2020,tu_2020.pdf,yes,yes,TRUE,yes
Morrison_2024,Conflict of interests,Was the conflict of interests disclosed by the authors,"Predefined list (select one answer): yes, no",16,TEST,Zebrafish provide a sensitive model of persisting neurobehavioral effects of developmental chlorpyrifos exposure: Comparison with nicotine and pilocarpine effects and relationship to dopamine deficits,"Donnie Eddins, Daniel Cerutti, Paul Williams, Elwood Linney, Edward D Levin",Neurotoxicology and Teratology,2010,eddins_2010.pdf,yes,yes,TRUE,yes
