Review,SET,Date,Person,Variable_nr,Iteration,Column_name,Instructions,Answer_structure,Notes,N_correct,N_incorrect,Censor
Lagisz_2020,TEST,9-Apr-25,ML,2,GOLD STANDARD,Captive or wild-caught,"Source of animals used in the experiment, as reported in the paper:
captive = all used animals were captive, or source not reported; 
wild-caught = all used animals were wild-caught","Predefined list (select one answer): captive, wild-caught",Note: ,,,0
Lagisz_2020,TEST,9-Apr-25,ML,3,GOLD STANDARD,Age,"Age of animals used in the experiment:
juvenile = all used animals were not sexually mature; 
adult = all used animals were sexually mature, mixed age, or age not reported","Predefined list (select one answer): juvenile, adult",Note: ,,,0
Lagisz_2020,TEST,9-Apr-25,ML,4,GOLD STANDARD,Within or between study design,"Whether between-individual or within-individual study design was used:
between = two or more groups of animals were simultaneously subject to different treatments (or treatment vs. control/benign) ;
within = same group of animals was subject sequentially to different treatments (or treatment vs. control/benign), includes cross-over design","Predefined list (select one or two answers): between, within",Note: ,,,0
Lagisz_2020,TEST,9-Apr-25,ML,6,GOLD STANDARD,Sex,"Sex of tested animals in the compared groups:
female = only female animals were used; 
male = only male animals were used;  
both = both female and male animals were used","Predefined list (select one answer): female, male, both",Note: ,,,0
Lagisz_2020,TEST,9-Apr-25,ML,7,GOLD STANDARD,Conflict of interests,Was the conflict of interests disclosed by the authors,"Predefined list (select one
answer): Yes, Not declared specifically",Note: ,,,0
Lagisz_2020,TEST,9-Apr-25,ML,9,GOLD STANDARD,Supplementary materials,"Whether the article contains mentions of online supplementary materials (additional details of methods, data, code, etc.). Supplementary materials can be either appended at the end or stored in separate files or accessible online links.","Predefined list (select one
answer): Yes, No",Note: ,,,0
Lagisz_2020,TEST,9-Apr-25,ML,12,GOLD STANDARD,Registered protocol,"Whether the study has been registered, pre-registered or is based on a pre-defined protocol or study plan.","Predefined list (select one answer): Yes, No",Note: ,,,0
Lagisz_2020,TEST,9-Apr-25,ML,13,GOLD STANDARD,Authors contributions,Whether the study contains a description of the roles and/or contributions of the study authors.,"Predefined list (select one answer): Yes, No",Note: ,,,0
Lagisz_2020,TEST,9-Apr-25,ML,14,GOLD STANDARD,Number of ambiguous cues,Number of different ambiguous cues used in the judgement bias trials,Number,Note: ,,,0
Lagisz_2020,TEST,9-Apr-25,ML,1,TEST,Species scientific name,"Scientific name of an animal species used in the experiment. Do not add any comments or explanations in the answer, only return the name of the species.",,Agreement: 7/8,7,1,0
Lagisz_2020,TEST,9-Apr-25,ML,2,TEST,Captive or wild-caught,"Source of animals used in the experiment, as reported in the paper:
captive = all used animals were captive, or source not reported; 
wild-caught = all used animals were wild-caught","captive, wild-caught",Agreement: 8 /8,8,0,0
Lagisz_2020,TEST,9-Apr-25,ML,3,TEST,Age,"Age of animals used in the experiment:
juvenile = all used animals were not sexually mature or not close to becoming sexually mature;
adult = all used animals were sexually mature or close to sexual maturity (young adults), mixed age, or age not reported.
Select only one answer.","juvenile, adult",Agreement: 7/8,7,1,0
Lagisz_2020,TEST,9-Apr-25,ML,4,TEST,Within or between study design,"Whether between-individual or within-individual study design was used:
between = two or more groups of animals were simultaneously subject to different treatments (or treatment vs. control/benign): 
within = same group of animals was subject sequentially to different treatments (or treatment vs. control/benign), includes cross-over design","between, within",Agreement: 7/8,7,1,0
Lagisz_2020,TEST,9-Apr-25,ML,6,TEST,Sex,"Sex of tested animals in the compared groups:
female = only female animals were used; 
male = only male animals were used;  
both = both female and male animals were used","female, male, both",Agreement: 8/8,8,0,0
Lagisz_2020,TEST,9-Apr-25,ML,7,TEST,Conflict of interests,"Was the conflict of interests disclosed by the authors. Predefined list (select one answer): yes, not declared specifically","yes, not declared specifically",Agreement: 7/8,7,1,0
Lagisz_2020,TEST,9-Apr-25,ML,9,TEST,Supplementary materials,"Whether the article contains mentions of online supplementary materials (additional details of methods, data, code, etc.). Supplementary materials can be either appended at the end or stored in separate files or accessible online links. Supplementary materials are sometimes cal;led Supporting Material or Appendix or Additional File.","yes, no",Agreement: 7/8,7,1,0
Lagisz_2020,TEST,9-Apr-25,ML,12,TEST,Registered protocol,"Code whether the study has been registered, pre-registered or is based on a pre-defined protocol or study plan."," yes, no",Agreement: 7/8,7,1,0
Lagisz_2020,TEST,9-Apr-25,ML,13,TEST,Authors contributions,Code whether the study contains a description of the roles and/or contributions of the study authors.," yes, no",Agreement: 8/8,8,0,0
Lagisz_2020,TEST,9-Apr-25,ML,14,TEST,Number of ambiguous cues,Number of different ambiguous cues used in judgement bias trials. Do not report how many times animals were tested during judgement bias trials. Report only as an integer number. ,,Agreement: 8/8,8,0,0
Yang_2024,DEV,10-Apr-25,ML,1,1,Species,"The Latin binomial name (e.g., scientific name) of the wild animal studied in the paper",Name,Agreement: 8/8. Note: answers need clening - update instructions,8,0,0
Yang_2024,DEV,10-Apr-25,ML,1,2,Species,"The Latin binomial names (e.g., scientific name) of the wild animal studied in the paper. Provide scientific names of the species only, wiihout context. or comments. If more than one species was used in the project, llst all species names separate+L21d by a comma.",Name,Agreement: 8/8. Note: accepting the sysnonym as a correct answer too. FINISHED,8,0,0
Yang_2024,DEV,10-Apr-25,ML,1,GOLD STANDARD,Species,"The Latin binomial name \(e.g., scientific name) of the wild animal studied in the paper",Name,Note:  ,,,0
Yang_2024,TEST,10-Apr-25,ML,1,GOLD STANDARD,Species,"The Latin binomial name \(e.g., scientific name) of the wild animal studied in the paper",Name,Note: Human mistake in Ploceidae philippinus - should be Ploceus,,,0
Yang_2024,TEST,10-Apr-25,ML,1,TEST,Species,"The Latin binomial names (e.g., scientific name) of the wild animal studied in the paper. Provide scientific names of the species only, wiihout context. or comments. If more than one species was used in the project, llst all species names separate+L21d by a comma.",,Agreement: 8/8,8,0,0
Yang_2024,DEV,10-Apr-25,ML,2,1,Outdoor or indoor,"Was the paper an Outdoor study or an Indoor study. For an observational study (e.g., free-living, outdoor enclosures/ cages), it is coded as an Outdoor study. If the animal was collected from the wild, but the experiments was conducted in the lab, it is an Indoor study)","Outdoor, Indoor, Unclear/Other","Agreement: 7/8. Note: Renthlei_2019 has 2 experiments in different conditions, only one was used in Yang_2024. FINISHED",7,1,0
Yang_2024,DEV,10-Apr-25,ML,2,GOLD STANDARD,Outdoor or indoor,"Was the paper an Outdoor study or an Indoor study. For an observational study (e.g., free-living, outdoor enclosures/ cages), it is coded as an Outdoor study. If the animal was collected from the wild, but the experiments was conducted in the lab, it is an Indoor study)","Predefined list (select one answer): Outdoor, Indoor, Unclear/Other",Note:  ,,,0
Yang_2024,TEST,10-Apr-25,ML,2,GOLD STANDARD,Outdoor or indoor,"Was the paper an Outdoor study or an Indoor study. For an observational study (e.g., free-living, outdoor enclosures/ cages), it is coded as an Outdoor study. If the animal was collected from the wild, but the experiments was conducted in the lab, it is an Indoor study)","Predefined list (select one answer): Outdoor, Indoor, Unclear/Other",Note: ,,,0
Yang_2024,TEST,10-Apr-25,ML,2,TEST,Outdoor or indoor,"Was the paper an Outdoor study or an Indoor study. For an observational study (e.g., free-living, outdoor enclosures/ cages), it is coded as an Outdoor study. If the animal was collected from the wild, but the experiments was conducted in the lab, it is an Indoor study)","outdoor, indoor, unclear/other",Agreement: 4/8. Two values reported when part of the experiment conducted outdoors.,4,4,0
Yang_2024,DEV,10-Apr-25,ML,3,1,Location,"Country where the experiment was conducted for a field study or animals were collected for a lab study, if reported. If not reported, the country of the first author was assumed to be the experimental location",Name,Agreement: 8/8. Note: answers need clening - update instructions,8,0,0
Yang_2024,DEV,10-Apr-25,ML,3,2,Location,"Country where the experiment was conducted for a field study or animals were collected for a lab study, if reported. If not reported, the country of the first author was assumed to be the study location. Provide country names only, without context or comments.",Name,Agreement: 8/8. Note:  FINISHED,8,0,0
Yang_2024,DEV,10-Apr-25,ML,3,GOLD STANDARD,Location,"Country where the experiment was conducted for a field study or animals were collected for a lab study, if reported. If not reported, the country of the first author was assumed to be the experimental location",Name,Note:  one location missing,,,0
Yang_2024,TEST,10-Apr-25,ML,3,GOLD STANDARD,Location,"Country where the experiment was conducted for a field study or animals were collected for a lab study, if reported. If not reported, the country of the first author was assumed to be the experimental location",Name,Note: ,,,0
Yang_2024,TEST,10-Apr-25,ML,3,TEST,Location,"Country where the experiment was conducted for a field study or animals were collected for a lab study, if reported. If not reported, the country of the first author was assumed to be the study location. Provide country names only, without context or comments.",,Agreement: 7/8. South Australia is not a country,7,1,0
Yang_2024,DEV,10-Apr-25,ML,4,1,Light sources,Types of lamps used in the paper,"LED, Fluorescent lamp, Incandescent lamp, Halogen lamp, Streetlight, Unclear/Other",Agreement: 4/8. Note: tries to list all light sources used - refine instructions,4,4,0
Yang_2024,DEV,10-Apr-25,ML,4,2,Light sources,Types of lamps used in the experiment when exposing animals to artificial light at night,"LED, fluorescent lamp, incandescent lamp, halogen lamp, streetlight, unclear/other",Agreement: 7/8. Note: found one missing value correctly. FINISHED,7,1,0
Yang_2024,DEV,10-Apr-25,ML,4,GOLD STANDARD,Light sources,Types of lamps used in the paper,"Predefined list (select one answer): LED, Fluorescent lamp, Incandescent lamp, Halogen lamp, Streetlight, Unclear/Other",Note:  two values missing - not reported in the papers? Added one value found by Elicit.,,,0
Yang_2024,TEST,10-Apr-25,ML,4,GOLD STANDARD,Light sources,Types of lamps used in the paper,"Predefined list (select one answer): LED, Fluorescent lamp, Incandescent lamp, Halogen lamp, Streetlight, Unclear/Other",Note: emopty cells should be interpreted as unclear,,,0
Yang_2024,TEST,10-Apr-25,ML,4,TEST,Light sources,Types of lamps used in the paper,"LED, fluorescent lamp, incandescent lamp, halogen lamp, streetlight, unclear/other",Agreement: 6/8,6,2,0
Yang_2024,DEV,10-Apr-25,ML,5,1,Sex,The sex of the animals,"male, female, mixed, unclear","Agreement: 7/8. Note: refine prompt, exclude sex of the authors.",7,1,0
Yang_2024,DEV,10-Apr-25,ML,5,2,Sex,The sex of the animals. Ignore sex of the authors.,"male, female, mixed, unclear",Agreement: 8/8. Note:  FINISHED,8,0,0
Yang_2024,DEV,10-Apr-25,ML,5,GOLD STANDARD,Sex,The sex of the animals,"Predefined list (select one answer): male, female, mixed, unclear",Note:  for the first four studies not reported (added one answer found by Elicit),,,0
Yang_2024,TEST,10-Apr-25,ML,5,GOLD STANDARD,Sex,The sex of the animals,"Predefined list (select one answer): male, female, mixed, unclear",Note: emopty cells should be interpreted as unclear,,,0
Yang_2024,TEST,10-Apr-25,ML,5,TEST,Sex,The sex of the animals,"male, female, mixed, unclear",Agreement: 6/8,6,2,0
Yang_2024,DEV,10-Apr-25,ML,6,1,Data source,"Where the extracted melatonin data on the effect of artificial light at night on melatonin levels in animals is reported in the paper. Five types of answers: text (e.g., text_p4), figure (e.g., fig2), table (e.g., table3), supplementary material (e.g., supplement_fig2).",text,Agreement: 3/8. Note: scored as match if the answer captured human answers. efine instructions,3,5,0
Yang_2024,DEV,10-Apr-25,ML,6,2,Data source,"Where the extracted melatonin data on the effect of artificial light at night on melatonin levels in animals is reported in the paper. Focus on the main source of the most detailed reporting of the melatonin value. Preferentially use figures and tables. For figures, provide figure number. For tables, provide table numbers. For text, provide page number.",text,Agreement: 6/8. Note: answers need clening - update instructions,6,2,0
Yang_2024,DEV,10-Apr-25,ML,6,3,Data source,"Where the extracted melatonin data on the effect of artificial light at night on melatonin levels in animals is reported in the paper. Focus on the main source of the most detailed reporting of the melatonin value. Preferentially use figures and tables. For figures, provide figure number. For tables, provide table numbers. For text, provide page number. Separate multiple sources with a comma. Do not provide context or comments.",text,Agreement: 7/8. Note: answers need clening - update instructions,7,1,0
Yang_2024,DEV,10-Apr-25,ML,6,4,Data source,Where the extracted melatonin data on the effect of artificial light at night on melatonin levels in animals is reported in the paper. Focus on the main source of the most detailed reporting of the melatonin value. Provide a list of main sources of the raw data and separate multiple sources with a comma.,text,Agreement: 0/8. Note: changed the meaning to incorrect ones.,0,8,0
Yang_2024,DEV,10-Apr-25,ML,6,5,Data source,"Where the extracted melatonin data on the effect of artificial light at night on melatonin levels in animals is reported in the paper. Focus on the main source of the most detailed reporting of the melatonin values.  For figures, provide figure number. For tables, provide table numbers. For text, provide page number. Provide a list of the data sources in the article, without context or comments.",text,Agreement: 6/8. Note: REPLACE ,6,2,0
Yang_2024,DEV,10-Apr-25,ML,6,GOLD STANDARD,Data source,"Where the extracted melatonin data was reported in the paper. Five options: text (e.g., text_p4), figure (e.g., fig2), table (e.g., table3), supplementary material (e.g., supplement_fig2)",text,Note:  ,,,0
Yang_2024,TEST,10-Apr-25,ML,6,GOLD STANDARD,Data source,"Where the extracted melatonin data was reported in the paper. Five options: text (e.g., text_p4), figure (e.g., fig2), table (e.g., table3), supplementary material (e.g., supplement_fig2)",text,Note: ,,,0
Yang_2024,TEST,10-Apr-25,ML,6,TEST,Data source,"Where the extracted melatonin data on the effect of artificial light at night on melatonin levels in animals is reported in the paper. Focus on the main source of the most detailed reporting of the melatonin values.  For figures, provide figure number. For tables, provide table numbers. For text, provide page number. Provide a list of the data sources in the article, without context or comments.",,Agreement: 5/8,5,3,0
Yang_2024,DEV,10-Apr-25,ML,7,1,Conflict of interests,"Whether  the conflict of interests disclosed by the authors. Predefined list (select one answer): yes, not declared specifically","yes, not declared specifically",Agreement: 8/8. Note: used the final prompt from the other set.,8,0,0
Yang_2024,DEV,10-Apr-25,ML,7,GOLD STANDARD,Conflict of interests,Whether the conflict of interests disclosed by the authors,"Predefined list (select one
answer): Yes, Not declared specifically",Note: ,,,0
Yang_2024,TEST,10-Apr-25,ML,7,GOLD STANDARD,Conflict of interests,Whether the conflict of interests disclosed by the authors,"Predefined list (select one
answer): Yes, Not declared specifically",Note: ,,,0
Yang_2024,TEST,10-Apr-25,ML,7,TEST,Conflict of interests,"Was  the conflict of interests disclosed by the authors. Predefined list (select one answer): yes, not declared specifically","yes, not declared specifically",Agreement: 6/8,6,2,0
Yang_2024,DEV,10-Apr-25,ML,9,1,Supplementary materials,"Whether the article contains mentions of online supplementary materials (additional details of methods, data, code, etc.). Supplementary materials can be either appended at the end or stored in separate files or accessible online links. Supplementary materials are sometimes cal;led Supporting Material or Appendix or Additional File.","Predefined list (select one
answer): yes, no",Agreement: 8/8. Note: used the final prompt from another review. FINISHED,8,0,0
Yang_2024,DEV,10-Apr-25,ML,9,GOLD STANDARD,Supplementary materials,"Whether the article contains mentions of online supplementary materials (additional details of methods, data, code, etc.). Supplementary materials can be either appended at the end or stored in separate files or accessible online links.","Predefined list (select one
answer): Yes, No",,,,0
Yang_2024,TEST,10-Apr-25,ML,9,GOLD STANDARD,Supplementary materials,"Whether the article contains mentions of online supplementary materials (additional details of methods, data, code, etc.). Supplementary materials can be either appended at the end or stored in separate files or accessible online links.","Predefined list (select one
answer): Yes, No",Note: ,,,0
Yang_2024,TEST,10-Apr-25,ML,9,TEST,Supplementary materials,"Whether the article contains mentions of online supplementary materials (additional details of methods, data, code, etc.). Supplementary materials can be either appended at the end or stored in separate files or accessible online links. Supplementary materials are sometimes cal;led Supporting Material or Appendix or Additional File.","yes, no",Agreement: 8/8,8,0,0
Yang_2024,DEV,10-Apr-25,ML,12,1,Registered protocol,"Code whether the study has been registered, pre-registered or is based on a pre-defined protocol or study plan.","Predefined list (select one answer): yes, no",Agreement: 7/8. Note: FINISHED,7,1,0
Yang_2024,DEV,10-Apr-25,ML,12,GOLD STANDARD,Registered protocol,"Whether the study has been registered, pre-registered or is based on a pre-defined protocol or study plan.","Predefined list (select one answer): Yes, No",,,,0
Yang_2024,TEST,10-Apr-25,ML,12,GOLD STANDARD,Registered protocol,"Whether the study has been registered, pre-registered or is based on a pre-defined protocol or study plan.","Predefined list (select one answer): Yes, No",Note: ,,,0
Yang_2024,TEST,10-Apr-25,ML,12,TEST,Registered protocol,"Code whether the study has been registered, pre-registered or is based on a pre-defined protocol or study plan."," yes, no",Agreement: 8/8,8,0,0
Yang_2024,DEV,10-Apr-25,ML,13,1,Authors contributions,Code whether the study contains a description of the roles and/or contributions of the study authors.,"Predefined list (select one answer): yes, no",Agreement: 7/8. Note: FINISHED,7,1,0
Yang_2024,TEST,10-Apr-25,ML,14,TEST,Tissues measured,"What tissue was used for measurement of melatonin levels: Blood, Pineal, SCN (= Suprachiasmatic Nucleus), Urinary, Retina (= ocular), Water (= melatonin in tank water was measured)","blood, pineal, SCN, urinary, retina,water ",Agreement: 8/8,8,0,0
Yang_2024,DEV,10-Apr-25,ML,13,GOLD STANDARD,Authors contributions,Whether the study contains a description of the roles and/or contributions of the study authors.,"Predefined list (select one answer): Yes, No",,,,0
Yang_2024,TEST,10-Apr-25,ML,14,GOLD STANDARD,Tissues measured,"What tissue was used for measurement of melatonin levels: Blood, Pineal, SCN (= Suprachiasmatic Nucleus), Urinary, Retina (= ocular), Water (= melatonin in tank water was measured)","Blood, Pineal, SCN, Urinary, Retina, Water ",,,,0
Yang_2024,DEV,10-Apr-25,ML,14,1,Tissues measured,"What tissue was used for measurement of melatonin levels: Blood, Pineal, SCN (= Suprachiasmatic Nucleus), Urinary, Retina (= ocular), Water (= melatonin in tank water was measured)","blood, pineal, SCN, urinary, retina,waater ","Agreement: 7/8. Note: first paper should be ""blood"". FINISHED",7,1,0
Yang_2024,DEV,10-Apr-25,ML,14,GOLD STANDARD,Tissues measured,"What tissue was used for measurement of melatonin levels: Blood, Pineal, SCN (= Suprachiasmatic Nucleus), Urinary, Retina (= ocular), Water (= melatonin in tank water was measured)","Blood, Pineal, SCN, Urinary, Retina, Water ",Note: Eye should be coded as Retina,,,0
Pollo_2024,DEV,11-Apr-25,ML,1,1,Effect size statistics,Type of effect size statistics used in the study.  Predefined list (select one or more answers).,"unclear, mean standardised difference, Odds Ratio, correlations, lnRR, other","Agreement: 7/8. Note: Nr 8 uses log-transformed odds ratio (LOR), which was scored as ""other"". Refine instructions",7,1,0
Pollo_2024,DEV,11-Apr-25,ML,1,2,Effect size statistics,Type of effect size statistics used in the study.  Treat log-transformed effect sizes same as their non-transform d versions (e.g. log-transformed odds ratio (LOR) is the same as odds ration (OR)). Predefined list (select one or more answers).,"unclear, mean standardised difference, Odds Ratio, correlations, lnRR, other",Agreement: 7/8. Note: FINISHED,7,1,0
Pollo_2024,DEV,11-Apr-25,ML,1,GOLD STANDARD,Effect size statistics,Type of effect size statistics used in the study,"Predefined list (select one or more answers): Unclear, Mean Standardised Difference, Odds Ratio, Correlations, lnRR, Other",Note:  ,,,0
Pollo_2024,TEST,11-Apr-25,ML,1,GOLD STANDARD,Effect size statistics,Type of effect size statistics used in the study,"Predefined list (select one or more answers): Unclear, Mean Standardised Difference, Odds Ratio, Correlations, lnRR, Other",Note: ,,,0
Pollo_2024,TEST,11-Apr-25,ML,1,TEST,Effect size statistics,Type of effect size statistics used in the study.  Treat log-transformed effect sizes the same as their non-transform d versions (e.g. log-transformed odds ratio (LOR) is the same as odds ration (OR)). Predefined list (select one or more answers).,"unclear, mean standardised difference, Odds Ratio, correlations, lnRR, other",Agreement: 5/8,5,3,0
Pollo_2024,DEV,11-Apr-25,ML,2,1,Number of included primary studies,Number of individual studies used in meta-analysis/meta-regression,,Agreement: 6/8.  Note: answers need some cleaning - refine the prompt.,6,2,0
Pollo_2024,DEV,11-Apr-25,ML,2,2,Number of included primary studies,"Number of individual studies used in meta-analysis/meta-regression. Report numbers only, without context or comments, or leave empty if not reported.",,Agreement: 6/8. Confusung number of datasets or effect sizes with numbers of studies. Answers need some cleaning - refine the prompt.,6,2,0
Pollo_2024,DEV,11-Apr-25,ML,2,3,Number of included primary studies,"Number of individual studies used in meta-analysis/meta-regression. Do not confuse number of included primary studies with number of data sets or number of effect sizes, because one primary study can have more than one dataset or effect sizes. Do not add sample sizes from different analyses, as they may include overlapping primary studies. Report numbers only, without context or comments, or leave empty if not reported.",,Agreement: 5/8. Confusung number of datasets or effect sizes with numbers of studies. Answers need some cleaning - refine the prompt.,5,3,0
Pollo_2024,DEV,11-Apr-25,ML,2,4,Number of included primary studies,"Number of individual studies used in meta-analysis/meta-regression. Do not confuse number of included primary studies with number of data sets or number of effect sizes, because one primary study can have more than one dataset or effect sizes. Do not add sample sizes from different analyses, as they may include overlapping primary studies. If a several of numbers are available, report only the largest one. Report numbers only, without context or comments, or leave empty if not reported.",,Agreement: 5/8. Confusung number of datasets or effect sizes with numbers of studies.,5,3,0
Pollo_2024,DEV,11-Apr-25,ML,2,5,Number of included primary studies,"Number of individual studies used in meta-analysis/meta-regression. Do not confuse number of included primary studies with number of data sets, number of species, or number of effect sizes, because one primary study can have more than one dataset or effect sizes. Do not add sample sizes from different analyses, as they may include overlapping primary studies. If a several of numbers are available, report only the largest one. Report numbers only, without context or comments. Leave empty if exact  values are not reported or unsure about the correct answer.",,Agreement: 6/8.  Note: REPLACE,6,2,0
Pollo_2024,DEV,11-Apr-25,ML,2,GOLD STANDARD,Number of included primary studies,Number of individual studies used in meta-analysis/meta-regression,Number,"Note:  treat NA as empty value (noit reported) - in nr 1, 45 is number of effect sizes not studies.",,,0
Pollo_2024,DEV,11-Apr-25,ML,3,1,Taxonomic scope,"Taxonomic scope of the study. Predefined list.
","single species, multiple species from a specific taxon, multiple species from all taxa",Agreement: 5/8. Note: clarify prompt instructions.,5,3,0
Pollo_2024,DEV,11-Apr-25,ML,3,2,Taxonomic scope,"Taxonomic scope of the study. ""single species"" - focused on a single species. ""multiple species from a specific taxon"" - focus on a taxonomic group but not all possible organisms. ""multiple species from all taxa"" - not focused on specific species or taxonomic group. Predefined list (select one answer).","single species, multiple species from a specific taxon, multiple species from all taxa",Agreement: 8/8. Note: FINISHED,8,0,0
Pollo_2024,DEV,11-Apr-25,ML,3,GOLD STANDARD,Taxonomic scope,Taxonomic scope of the study,"Predefined list:
Single species,
Multiple species from a
specific taxon,
Multiple species from all
taxa","Note: actual values used do not match meta data, but are similar, so will be matched accordingly.",,,0
Pollo_2024,TEST,11-Apr-25,ML,3,GOLD STANDARD,Taxonomic scope,Taxonomic scope of the study,"Predefined list:
Single species,
Multiple species from a
specific taxon,
Multiple species from all
taxa",Note: original coding not matched to metadata,,,0
Pollo_2024,TEST,11-Apr-25,ML,3,TEST,Taxonomic scope,"Taxonomic scope of the study. ""single species"" - focused on a single species. ""multiple species from a specific taxon"" - focus on a taxonomic group but not all possible organisms. ""multiple species from all taxa"" - not focused on specific species or taxonomic group. Predefined list (select one answer).","single species, multiple species from a specific taxon, multiple species from all taxa",Agreement: 5/8,5,3,0
Pollo_2024,DEV,11-Apr-25,ML,5,1,Study design,Type of study design used in the meta-analysis. Predefined list (select one answer),"experimental, observational, mixed, unclear",Agreement: 5/8. Note: clarify prompt instructions.,5,3,0
Pollo_2024,DEV,11-Apr-25,ML,5,2,Study design,"Type of study design used in the meta-analysis. Predefined list (select one answer). Select ""mixed"" if both observational and experimental studies are included. Select ""unclear"" if there is no information on the types of study designs  included. ","experimental, observational, mixed, unclear",Agreement: 4/8. Note: clarify prompt instructions.,4,4,0
Pollo_2024,DEV,11-Apr-25,ML,5,3,Study design,"Types of study designs included in the dataset. Predefined list (select one answer). Experimental studies are studies that employ experimental manipulation, for example change environmental conditions. Observational studies relay on natural variation in the observed traits. Select ""mixed"" if both observational and experimental studies are included. Select ""unclear"" if there is no information on the types of study designs  included. ","experimental, observational, mixed, unclear",Agreement: 4/8. Note: clarify prompt instructions.,4,4,0
Pollo_2024,DEV,11-Apr-25,ML,5,4,Study design,,"experimental, observational, mixed, unclear",Agreement: 4/8. Note: clarify prompt instructions.,4,4,0
Pollo_2024,DEV,11-Apr-25,ML,5,5,Study design,,"experimental, observational, mixed, unclear",Agreement: 4/8. Note: REPLACE,4,4,0
Pollo_2024,DEV,11-Apr-25,ML,5,GOLD STANDARD,Study design,Type of study design used in the meta-analysis,"Predefined list (select one answer): Experimental, Observational, Mixed, Unclear",Note:  ,,,0
Pollo_2024,DEV,11-Apr-25,ML,6,1,PRISMA diagram,Whether PRISMA-like flowchart is provided. Predefined list (select one answer),"adequate, insufficient, not applicable",Agreement: 3/8. Note: clarify prompt instructions.,3,5,0
Pollo_2024,DEV,11-Apr-25,ML,6,2,PRISMA diagram,"Whether PRISMA-like flowchart is provided. Select ""not applicable"" answer if searches and screening of literature were not conducted as a source of the data used in the paper. Predefined list (select one answer)","adequate, insufficient, not applicable",Agreement: 7/8. Note: FINISHED,7,1,0
Pollo_2024,DEV,11-Apr-25,ML,6,GOLD STANDARD,PRISMA diagram,PRISMA-like flowchart is provided,"Predefined list (select one answer):
Adequate, Insufficient, Not applicable",Note:  coding details in PRISMA-EcoEvo ,,,0
Pollo_2024,TEST,11-Apr-25,ML,6,GOLD STANDARD,PRISMA diagram,PRISMA-like flowchart is provided,"Predefined list (select one answer):
Adequate, Insufficient, Not applicable",Note: ,,,0
Pollo_2024,TEST,11-Apr-25,ML,6,TEST,PRISMA diagram,"Whether PRISMA-like flowchart is provided. Select ""not applicable"" answer if searches and screening of literature were not conducted as a source of the data used in the paper. Predefined list (select one answer)","adequate, insufficient, not applicable",Agreement: 5/8,5,3,0
Pollo_2024,DEV,11-Apr-25,ML,7,1,Conflict of interests,"Was the conflict of interests disclosed by the authors. Predefined list (select one answer): yes, not declared specifically","yes, not declared specifically",Agreement: 7/8. Note:  improve instructions to make them more clear to human coders!,7,1,0
Pollo_2024,DEV,11-Apr-25,ML,7,2,Conflict of interests,"Was the conflict of interests disclosed by the authors. Code as yes if an article contains a ""Conflicts of Interest"" statement or section. Code as ""yes"" if the authors declare no conflict of interest. Predefined list (select one answer): yes, not declared specifically","yes, not declared specifically",Agreement: 7/8. Note: refine again.,7,1,0
Pollo_2024,DEV,11-Apr-25,ML,7,3,Conflict of interests,"Was the conflict of interests disclosed by the authors. Code as yes if an article contains a ""Conflicts of Interest"" statement or section. Code as ""yes"" if the authors declare no conflict of interest.  Code as ""not declared specifically"" if no financial disclosures were reported by the authors of this paper except grant or research funding from granting agencies. Predefined list (select one answer): yes, not declared specifically","yes, not declared specifically","Agreement: 7/8. Note: ""yes"" justified as ""No relevant quotes found in the document."" - refine again.",7,1,0
Pollo_2024,DEV,11-Apr-25,ML,7,4,Conflict of interests," Was the conflict of interests disclosed by the authors. Code as yes if an article contains a ""Conflicts of Interest"" statement or section. Code as ""yes"" if the authors declare no conflict of interest.  Code as ""not declared specifically"" if no financial disclosures were reported by the authors of this paper except grant or research funding from granting agencies. Code as ""not declared specifically"" if ""No relevant quotes can be found in the document. Predefined list (select one answer): yes, not declared specifically","yes, not declared specifically",Agreement: 7/8. Note: go back to Iteration 1,7,1,0
Pollo_2024,DEV,11-Apr-25,ML,7,5,Conflict of interests,"Was the conflict of interests disclosed by the authors. Predefined list (select one answer): yes, not declared specifically","yes, not declared specifically",Agreement: 7/8. Note: FINISHED,7,1,0
Pollo_2024,DEV,11-Apr-25,ML,7,GOLD STANDARD,Conflict of interests,Was the conflict of interests disclosed by the authors,"Predefined list (select one
answer): Yes, Not declared specifically",Note: ,,,0
Pollo_2024,TEST,11-Apr-25,ML,7,GOLD STANDARD,Conflict of interests,Was the conflict of interests disclosed by the authors,"Predefined list (select one
answer): Yes, Not declared specifically",Note: ,,,0
Pollo_2024,TEST,11-Apr-25,ML,7,TEST,Conflict of interests,"Was the conflict of interests disclosed by the authors. Predefined list (select one answer): yes, not declared specifically","yes, not declared specifically",Agreement: 6/8,6,2,0
Pollo_2024,DEV,11-Apr-25,ML,8,1,Funding sources,Organisations and bodies that funded the study are listed.,"Predefined list (select one
answer): yes, no",Agreement: 1/8,1,7,0
Pollo_2024,DEV,11-Apr-25,ML,8,2,Funding sources,"The article mentions organisations that funded or supported the study or the authors of the study. This may be a list of grants or institutions, usually in the Acknowledgements or dedicated Funding section. Select one answer only.","Predefined list (select one
answer): yes, no",Agreement: 1/8,1,7,0
